ID_Detail,ID_Struk,ID Menu,Tanggal,Jam,Nama_Menu,Metode,Status,Qty,Harga_Satuan,Subtotal
8e5b6adf,1e6cd0a0,,18/04/2026,14.17.00,Americano Dingin,CASH,Selesai,1,12000,12000
aeced215,1e6cd0a0,,18/04/2026,14.17.00,Air Mineral,CASH,Selesai,1,5000,5000
c319e37d,1e6cd0a0,,18/04/2026,14.17.00,Badak,CASH,Selesai,1,10000,10000
29b396f3,f0401a4b,,18/04/2026,15.54.00,Badak,CASH,Selesai,1,10000,10000
deef42cf,b5e2a9e3,,18/04/2026,16.25.00,Sanger Panas,CASH,Selesai,1,15000,15000
19cc631a,b5e2a9e3,,18/04/2026,16.25.00,Americano Panas,CASH,Selesai,1,12000,12000
b1ed6eb1,1e6cd0a0,,18/04/2026,14.17.00,Air Mineral,CASH,Selesai,1,5000,5000
05b25af1,1e6cd0a0,,18/04/2026,14.17.00,Sanger Panas,CASH,Selesai,3,15000,45000
4ceb4c69,ee32bb59,,19/04/2026,13.16.00,,QRIS,Selesai,,,0
29867ebb,fdb1193e,,19/04/2026,09.43.00,Americano Panas,CASH,Selesai,1,12000,12000
8964bbd8,2bd9e2da,,19/04/2026,00.00.00,Sanger Panas,CASH,Selesai,1,15000,15000
888bd1fe,f6cc027d,,19/04/2026,14.22.00,Badak,CASH,Selesai,1,10000,10000
18d619cf,65b8b2aa,,19/04/2026,14.23.00,,CASH,Selesai,,,0
04f16934,65b8b2aa,,19/04/2026,08.23.00,Sanger Panas,CASH,Selesai,1,15000,15000
13266824,aaafea92,,19/04/2026,09.24.00,Americano Dingin,CASH,Selesai,1,12000,12000
8f6dcfd1,671b55c3,,19/04/2026,14.25.00,Segala Tempe Original,CASH,Selesai,1,15000,15000
298b51f6,cfbbf839,,19/04/2026,14.26.00,Air Mineral,QRIS,Selesai,2,5000,10000
1a95ce5e,f7e8ca86,,19/04/2026,14.26.00,Badak Susu,CASH,Selesai,1,15000,15000
38faae48,83c968b4,,19/04/2026,10.27.00,Americano Panas,CASH,Selesai,1,12000,12000
b86682ca,4da984b1,,19/04/2026,14.27.00,Sanger Dingin,CASH,Selesai,1,15000,15000
3127b375,f96cc0da,,19/04/2026,14.42.00,Sanger Panas,QRIS,Selesai,1,15000,15000
3f94eaac,83a8c74e,,19/04/2026,15.20.00,Badak,CASH,Selesai,1,10000,10000
795fb1c6,75597c73,,19/04/2026,16.42.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
cf862a6a,09c37afb,,19/04/2026,16.33.00,Segala Tempe Original,CASH,Selesai,1,15000,15000
f271ed12,8c950a2e,,20/04/2026,00.00.00,Badak,CASH,Selesai,1,10000,10000
97eb3782,3621fd4c,,20/04/2026,12.55.00,Badak,CASH,Selesai,1,10000,10000
f59e45ee,dc60923e,,20/04/2026,14.40.00,Sanger Panas,CASH,Selesai,1,15000,15000
4c37db51,f40af436,,20/04/2026,14.56.00,Sanger Dingin,CASH,Selesai,1,15000,15000
a426f86e,f40af436,,20/04/2026,14.56.00,Air Mineral,CASH,Selesai,1,5000,5000
80f85309,f4555a2d,,20/04/2026,14.58.00,Badak,QRIS,Selesai,1,10000,10000
ddae041f,e1374e70,,20/04/2026,16.55.00,Air Mineral,CASH,Selesai,1,5000,5000
d1a088d8,dd5d696a,,20/04/2026,20.27.00,Badak,CASH,Selesai,1,10000,10000
8a5f480d,682a1d13,,21/04/2026,08.32.00,Badak,CASH,Selesai,1,10000,10000
fcf15bb2,dfe8f6df,,21/04/2026,09.49.00,Sanger Panas,QRIS,Selesai,1,15000,15000
46fe40b1,1dd2a574,,21/04/2026,09.50.00,,,,,,0
dc2077d7,8a48e451,,21/04/2026,11.41.00,Badak,CASH,Selesai,1,10000,10000
5f656c46,aeb6a4a2,,22/04/2026,00.00.00,Sanger Dingin,CASH,Selesai,1,15000,15000
1fe4d185,3fc36c5f,,22/04/2026,10.36.00,Air Mineral,CASH,Selesai,1,5000,5000
3d67e81d,1cc7e39f,,22/04/2026,10.59.00,Sanger Panas,CASH,Selesai,1,15000,15000
db9fbd93,306c06a1,,22/04/2026,14.46.00,Americano Panas,QRIS,Selesai,1,12000,12000
b2122ef3,2089f207,,22/04/2026,17.59.00,Americano Dingin,CASH,Selesai,1,12000,12000
1ded6641,ce4315e5,,22/04/2026,18.27.00,Air Mineral,CASH,Selesai,1,5000,5000
127916f3,9b723a97,,23/04/2026,08.03.00,Air Mineral,CASH,Selesai,1,5000,5000
3ac90345,054017ad,,23/04/2026,10.47.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
78869a9a,c9f32b2e,,23/04/2026,10.50.00,Americano Dingin,QRIS,Selesai,1,12000,12000
81bfb126,cc9da295,,23/04/2026,14.40.00,Kopi Susu Gula Aren Panas,CASH,Selesai,1,20000,20000
e2a73dcc,6d80bc24,,23/04/2026,15.24.00,Sanger Panas,CASH,Selesai,1,15000,15000
81f15c4f,3d23789d,,23/04/2026,15.40.00,Air Mineral,QRIS,Selesai,1,5000,5000
f212fdc5,e74a78a0,,23/04/2026,16.53.00,Kopi Susu Gula Aren Dingin,CASH,Selesai,1,20000,20000
15a53ba0,24322ceb,,23/04/2026,16.52.00,Americano Dingin,CASH,Selesai,1,12000,12000
79e6510b,2d4e6adb,,23/04/2026,17.10.00,Teh Manis/Tawar Dingin,QRIS,Selesai,2,8000,16000
b2b49872,7d49cef9,,24/04/2026,09.14.00,Sanger Panas,CASH,Selesai,1,15000,15000
679eca18,463ec542,,24/04/2026,16.18.00,Badak Susu,CASH,Selesai,1,15000,15000
ef7a60d8,ff600a4d,,24/04/2026,16.34.00,Air Mineral,CASH,Selesai,1,5000,5000
ee499001,b8a137ca,,24/04/2026,17.26.00,Air Mineral,QRIS,Selesai,1,5000,5000
2ee6f780,a3f98aed,,24/04/2026,17.15.00,Air Mineral,QRIS,Selesai,1,5000,5000
cf2cc249,ef3861a5,,25/04/2026,11.24.00,Badak,CASH,Selesai,1,10000,10000
afd1d561,517a21a7,,25/04/2026,12.09.00,Sanger Panas,CASH,Selesai,1,15000,15000
312da53f,644b60a7,,25/04/2026,12.32.00,Kopi Susu Gula Aren Panas,CASH,Selesai,1,20000,20000
0636ebc6,f71f276d,,25/04/2026,12.48.00,Latte Dingin,CASH,Selesai,1,18000,18000
26c53da1,8a5fc45f,,25/04/2026,15.00.00,Badak Susu,CASH,Selesai,1,15000,15000
46e7612b,8a5fc45f,,25/04/2026,15.00.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
9b5ad864,8a5fc45f,,25/04/2026,15.00.00,Air Mineral,CASH,Selesai,2,5000,10000
b5358cc4,86b64760,,25/04/2026,15.16.00,Badak,CASH,Selesai,1,10000,10000
b78e38cc,8d02e456,,25/04/2026,15.37.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
ce505d8f,7e04d1a0,,25/04/2026,16.02.00,Badak,QRIS,Selesai,1,10000,10000
a394866e,8d53ea92,,25/04/2026,16.03.00,Badak,CASH,Selesai,1,10000,10000
6e3752e2,4ad7780c,,25/04/2026,16.45.00,Sanger Panas,CASH,Selesai,1,15000,15000
62ae10e0,6faf4e3c,,25/04/2026,17.11.00,Sanger Dingin,QRIS,Selesai,2,15000,30000
e477cd10,9c594042,,25/04/2026,17.12.00,Badak Susu,QRIS,Selesai,2,15000,30000
438b10fa,9c594042,,25/04/2026,17.12.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
85597741,92eb51b0,,26/04/2026,08.43.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
2dc2df9d,be595a27,,26/04/2026,08.59.00,Air Mineral,CASH,Selesai,1,5000,5000
9bd4cf5c,1426c439,,26/04/2026,09.32.00,Badak,QRIS,Selesai,1,10000,10000
3bdfb042,b2d4a096,,26/04/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
870449fe,1deff63f,,26/04/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
658241d0,97331db1,,26/04/2026,12.05.00,Sanger Dingin,CASH,Selesai,1,15000,15000
d1c8436e,97331db1,,26/04/2026,12.05.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
d809be39,97331db1,,26/04/2026,12.05.00,Air Mineral,CASH,Selesai,1,5000,5000
9e066fb9,2d547336,,26/04/2026,00.00.00,Badak,QRIS,Selesai,1,10000,10000
7d61bf74,0726fc44,,26/04/2026,00.00.00,Badak,CASH,Selesai,1,10000,10000
caeb8a94,34ef34f9,,26/04/2026,13.02.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
5ae678f8,34ef34f9,,26/04/2026,13.02.00,Kopi Susu Gula Aren Dingin,QRIS,Selesai,1,20000,20000
eb337698,34ef34f9,,26/04/2026,13.02.00,Segala Tempe Original,QRIS,Selesai,1,15000,15000
a415e97c,61b93362,,26/04/2026,13.03.00,Segala Tempe Original,CASH,Selesai,1,15000,15000
ac714857,61b93362,,26/04/2026,13.03.00,Sanger Dingin,CASH,Selesai,1,15000,15000
ac61f2ea,61b93362,,26/04/2026,13.03.00,Air Mineral,CASH,Selesai,1,5000,5000
a4dc9058,280ebb68,,26/04/2026,13.39.00,Air Mineral,CASH,Selesai,1,5000,5000
c12b141b,0aa5f1e9,,26/04/2026,13.46.00,Kopi Susu Gula Aren Dingin,QRIS,Selesai,1,20000,20000
b888f02a,61b93362,,26/04/2026,00.00.00,Segala Tempe Original,CASH,Selesai,1,15000,15000
4fbc0f48,c8ac4854,,26/04/2026,14.05.00,Americano Dingin,QRIS,Selesai,1,12000,12000
0b906c31,c90763a3,,26/04/2026,15.37.00,Sanger Panas,QRIS,Selesai,1,15000,15000
1d242393,c90763a3,,26/04/2026,15.37.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
2ef5b986,e137912b,,26/04/2026,16.28.00,Sanger Panas,CASH,Selesai,1,15000,15000
b7b6c84b,e6338ac3,,26/04/2026,17.14.00,Sanger Panas,QRIS,Selesai,1,15000,15000
66d90b9e,92073bcc,,26/04/2026,17.27.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
605a5739,92073bcc,,26/04/2026,17.27.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
ca0a488c,1cfa1b8f,,27/04/2026,08.38.00,Badak,QRIS,Selesai,1,10000,10000
7cf5018c,215741a1,,27/04/2026,10.09.00,Sanger Dingin,CASH,Selesai,1,15000,15000
2180575a,f5534bde,,27/04/2026,12.18.00,Teh Manis/Tawar Dingin,QRIS,Selesai,1,8000,8000
8cc54479,50656819,,27/04/2026,14.41.00,Air Mineral,QRIS,Selesai,1,5000,5000
0019c673,567d93e0,,27/04/2026,14.55.00,Americano Dingin,CASH,Selesai,1,12000,12000
e6484aae,9ba8c035,,27/04/2026,15.13.00,Sanger Panas,QRIS,Selesai,1,15000,15000
cfaef5d3,e475525a,,27/04/2026,14.46.00,Air Mineral,CASH,Selesai,1,5000,5000
de3f3374,1cbb3dc5,,27/04/2026,16.04.00,Air Mineral,QRIS,Selesai,1,5000,5000
ce1836b9,f99aaa06,,27/04/2026,16.17.00,Air Mineral,CASH,Selesai,1,5000,5000
cdff2482,69c32f3a,,27/04/2026,16.42.00,Air Mineral,CASH,Selesai,1,5000,5000
f6e412f7,739ef3f2,,27/04/2026,17.14.00,Sanger Panas,CASH,Selesai,1,15000,15000
4c48b2b2,739ef3f2,,27/04/2026,17.14.00,Air Mineral,CASH,Selesai,1,5000,5000
4245e0c2,df11ee6a,,28/04/2026,10.22.00,Sanger Panas,CASH,Selesai,1,15000,15000
75452959,3c4bca2f,,28/04/2026,10.39.00,Air Mineral,CASH,Selesai,1,5000,5000
efbce9c2,0ba928b2,,28/04/2026,10.53.00,Sanger Panas,CASH,Selesai,1,15000,15000
5e30bd12,aaab7b55,,28/04/2026,11.25.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
f58c91aa,aaab7b55,,28/04/2026,11.25.00,Teh Manis/Tawar Dingin,QRIS,Selesai,2,8000,16000
290305fd,995bfad7,,28/04/2026,11.44.00,Sanger Panas,QRIS,Selesai,1,15000,15000
926fbbba,71ad20c2,,28/04/2026,00.00.00,Air Mineral,QRIS,Selesai,1,5000,5000
cacb7b08,14583b54,,28/04/2026,14.12.00,Latte Dingin,CASH,Selesai,1,18000,18000
5f975641,14583b54,,28/04/2026,14.12.00,Air Mineral,CASH,Selesai,1,5000,5000
114f3165,230f4061,,28/04/2026,15.22.00,Sanger Dingin,CASH,Selesai,1,15000,15000
980a2b7e,230f4061,,28/04/2026,15.22.00,Air Mineral,CASH,Selesai,1,5000,5000
e5b97734,2a840d50,,28/04/2026,16.30.00,Badak,CASH,Selesai,1,10000,10000
cf52d24d,f558a5d4,,29/04/2026,08.25.00,Air Mineral,QRIS,Selesai,1,5000,5000
c2a1157b,1eb97328,,29/04/2026,09.04.00,Americano Panas,QRIS,Selesai,3,10000,30000
7f7f0f68,1eb97328,,29/04/2026,00.00.00,Badak,QRIS,Selesai,1,10000,10000
6fe1e5fc,1eb97328,,29/04/2026,00.00.00,Air Mineral,QRIS,Selesai,1,5000,5000
5595bd45,c88de2b8,,29/04/2026,09.56.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
6970d5d1,f2849452,,30/04/2026,10.43.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
c546360f,f2849452,,30/04/2026,10.43.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
43e98fb3,f76a3663,,30/04/2026,12.53.00,Badak,CASH,Selesai,1,0,0
b9872794,03c74e8e,,30/04/2026,18.02.00,Sanger Dingin,,Selesai,1,0,0
37741261,c109a870,,30/04/2026,18.03.00,Kopi Susu Gula Aren Dingin,,Selesai,1,0,0
dcf85310,09f25b45,,30/04/2026,18.03.00,Latte Panas,,Selesai,1,0,0
8b459be7,50db9483,,01/05/2026,08.50.00,Badak,CASH,Selesai,1,10000,10000
3de86997,e38f2027,,01/05/2026,09.34.00,Badak,QRIS,Selesai,1,10000,10000
c9319bf4,025401f4,,01/05/2026,09.17.00,Air Mineral,CASH,Selesai,1,5000,5000
65276f76,f51ff381,,01/05/2026,12.36.00,Kopi Susu Gula Aren Panas,CASH,Selesai,1,20000,20000
a49286d4,bc9a33f1,,01/05/2026,13.11.00,Kopi Susu Gula Aren Dingin,CASH,Selesai,1,20000,20000
1a08326b,7eaf71f7,,01/05/2026,14.32.00,Air Mineral,QRIS,Selesai,1,5000,5000
ec6b11c6,b4e44e74,,01/05/2026,15.17.00,Latte Panas,CASH,Selesai,1,18000,18000
a368451c,6c0f0ea7,,01/05/2026,16.11.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
478c0096,dd37f825,,01/05/2026,16.54.00,Sanger Panas,CASH,Selesai,1,15000,15000
df4ec27c,9e705ecf,,01/05/2026,17.23.00,Kopi Susu Gula Aren Dingin,CASH,Selesai,1,20000,20000
12f7a572,c4e7eb21,,01/05/2026,17.31.00,Sanger Panas,CASH,Selesai,1,15000,15000
e8b745e1,7a9006d9,,02/05/2026,08.54.00,,CASH,Selesai,,,0
7463676e,6843cdc0,,02/05/2026,08.54.00,Badak,CASH,Selesai,1,10000,10000
15efb63f,8512e1c7,,02/05/2026,09.15.00,Badak,QRIS,Selesai,1,10000,10000
276279ed,1c77844b,,02/05/2026,09.56.00,Badak,QRIS,Selesai,1,10000,10000
64b9b029,30bd3589,,02/05/2026,10.36.00,Air Mineral,CASH,Selesai,1,5000,5000
ff2d8a9a,30bd3589,,02/05/2026,10.36.00,Americano Panas,CASH,Selesai,1,10000,10000
0028c766,3844bc73,,02/05/2026,11.44.00,Sanger Dingin,CASH,Selesai,1,10000,10000
57bf6258,3479d200,,02/05/2026,12.01.00,Air Mineral,CASH,Selesai,1,5000,5000
5fb4f494,181b62f2,,02/05/2026,13.19.00,Air Mineral,CASH,Selesai,1,5000,5000
fae5f353,d197edf8,,02/05/2026,18.18.00,Kopi Susu Gula Aren Dingin,QRIS,Selesai,1,20000,20000
908ffb29,d197edf8,,02/05/2026,18.18.00,Americano Dingin,QRIS,Selesai,1,12000,12000
66c2850c,e9730246,,02/05/2026,18.52.00,Air Mineral,QRIS,Selesai,1,5000,5000
afd6418f,52297fef,,03/05/2026,09.26.00,Sanger Dingin,CASH,Selesai,1,13000,13000
482dbc98,b62d225b,,03/05/2026,10.10.00,Air Mineral,CASH,Selesai,2,5000,10000
dcdd5b52,4a06fd75,,03/05/2026,09.49.00,Latte Panas,QRIS,Selesai,1,16000,16000
4de83c14,8116bf1e,,03/05/2026,10.32.00,Badak,QRIS,Selesai,1,10000,10000
3219afec,aa142b14,,03/05/2026,11.28.00,Teh Manis/Tawar Dingin,CASH,Selesai,3,8000,24000
3e86bc07,653eb848,,03/05/2026,11.29.00,Sanger Dingin,CASH,Selesai,1,10000,10000
5caf867f,c1c6bca8,,03/05/2026,11.14.00,Air Mineral,CASH,Selesai,1,5000,5000
7bb8bd18,582cc5f1,,03/05/2026,12.08.00,Sanger Dingin,CASH,Selesai,1,15000,15000
0a891e23,9e892ee4,,03/05/2026,12.19.00,Sanger Panas,CASH,Selesai,1,15000,15000
7e8a1f15,bae7f014,,03/05/2026,16.01.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
97e19c57,6c4ebc75,,03/05/2026,17.22.00,Sanger Panas,CASH,Selesai,1,15000,15000
e0f5670f,3a18d9de,,04/05/2026,08.56.00,Sanger Panas,CASH,Selesai,1,13000,13000
07af0d3f,e3fcf0c6,,04/05/2026,10.23.00,Sanger Panas,CASH,Selesai,1,13000,13000
bad646f0,5bcec470,,04/05/2026,14.56.00,Sanger Dingin,CASH,Selesai,1,15000,15000
3152cb84,cef26a9c,,04/05/2026,17.00.00,Americano Dingin,QRIS,Selesai,1,12000,12000
6638a77b,f61a1b15,,04/05/2026,18.52.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
45d1cd1d,f3e1bcfd,,05/05/2026,08.35.00,,CASH,Selesai,,,0
9f2e0350,66adf2ca,,05/05/2026,00.00.00,Badak Susu,CASH,Selesai,2,15000,30000
fcae1c60,66adf2ca,,05/05/2026,00.00.00,Badak,CASH,Selesai,1,10000,10000
af26e1e8,66adf2ca,,05/05/2026,00.00.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
335601bc,66adf2ca,,05/05/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
b5118120,c6cdd892,,05/05/2026,10.41.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
a3a99fbf,14e85dc3,,05/05/2026,11.10.00,,CASH,Selesai,,,0
5fe367b7,cfc442cf,,05/05/2026,13.20.00,Sanger Panas,CASH,Selesai,1,15000,15000
c495ce28,cfc442cf,,05/05/2026,13.20.00,Air Mineral,CASH,Selesai,1,5000,5000
18352d1b,f79c821b,,05/05/2026,00.00.00,Sanger Panas,QRIS,Selesai,1,15000,15000
c0b3b0bf,fac3edcc,,05/05/2026,15.44.00,Badak,,,1,10000,10000
02e18bfd,4d492590,,05/05/2026,15.47.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
d6a93eda,98d56a72,,05/05/2026,16.24.00,Sanger Panas,CASH,Selesai,1,15000,15000
fc962d94,600b875b,,05/05/2026,16.45.00,Americano Panas,CASH,Selesai,1,12000,12000
9544af1e,600b875b,,05/05/2026,16.45.00,Americano Dingin,CASH,Selesai,1,12000,12000
5fe4d59f,0febe336,,06/05/2026,16.22.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
a90f47f9,25a84c42,,06/05/2026,17.25.00,Sanger Panas,QRIS,Selesai,1,15000,15000
10f14e4f,b0219b6d,,07/05/2026,09.02.00,Sanger Panas,CASH,Selesai,1,13000,13000
b9762baf,d77e0a8a,,07/05/2026,11.23.00,Americano Panas,CASH,Selesai,1,10000,10000
c2175246,d77e0a8a,,07/05/2026,11.23.00,Badak,CASH,Selesai,1,10000,10000
525b6f6b,d77e0a8a,,07/05/2026,11.23.00,Segala Tempe Original,CASH,Selesai,1,15000,15000
5981d927,c664a1be,,07/05/2026,16.06.00,Kopi Susu Gula Aren Dingin,CASH,Selesai,1,20000,20000
b18651d4,5b939364,,07/05/2026,17.25.00,Sanger Panas,QRIS,Selesai,1,15000,15000
